BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,question,answer
0,0,2008,12,18,Onion,BEED,75,,HORTICULTURE,MAHARASHTRA,infecton of blight on onion ,spraying of coc 25 gm in 10 lit of water
0,0,2008,12,7,1066,NANDED,3,JAYAD,AGRICULTURE,MAHARASHTRA,POD BORER IN TUR,SPRAY SPINOSAD 3ML  50ML NEEMOIL IN 10 LIT OF WATER AT AN INTERVAL OF 10 DAYS
0,0,2008,12,7,1037,NANDED,29,KHARIF,AGRICULTURE,MAHARASHTRA,QUANTITY OF DAP TO SPRAY ON GRAM,200GM DAP IN 10 LIT OF WATER AT AN INTERVAL OF 8-12 DAYS
0,0,2008,12,7,1066,NANDED,3,JAYAD,AGRICULTURE,MAHARASHTRA,POD BORER IN TUR,SPRAY QUINOLPHOS 20ML OR SPINOSAD 3ML  30ML NEEMOIL IN 10 LIT OF WATER
0,0,2008,12,17,Soybean bhat,NANDED,6,,AGRICULTURE,MAHARASHTRA,MARKET RATE OF SOYABEAN,RS 2340 PER QUINTAL
0,0,2008,12,17,1066,NANDED,6,,AGRICULTURE,MAHARASHTRA,MARKET RATE OF ARHAR,RS 4005 PER QUINTAL AVERAGE
0,0,2008,12,17,1037,NANDED,3,,AGRICULTURE,MAHARASHTRA,PEST ATTACK ON GRAM,SPRAY QUINALPHOS 20 ML IN 10 LIT WATER
0,0,2008,12,9,Onion,OSMANABAD,74,,HORTICULTURE,MAHARASHTRA,sowing time of onion,jan-feb
0,0,2008,12,9,Pigeon pea red gramarhartur,OSMANABAD,3,,AGRICULTURE,MAHARASHTRA,attack of pest on tur,spray quinalphos 20 ml in 10 lit of water
0,0,2008,12,16,964,OSMANABAD,Disease Management,,ANIMAL HUSBANDRY,MAHARASHTRA,BUFFALO IS VERY ILL,FOR CONTROLLING BUFFALO ILLNESS CONTACT TO VETARNARY DOCTOR
0,0,2008,12,18,1037,OSMANABAD,2,,AGRICULTURE,MAHARASHTRA,GREEN PEST ON GRAM CROP,FOR CONTROLLING GREEN PEST ON GRAM CROP SPRAYING CHLOROPOYRIPHOS 20ML IN 10 LIT WATER
0,0,2008,12,18,Onion,OSMANABAD,Market Information,,HORTICULTURE,MAHARASHTRA,INFORMATION ABOUT MARKRT RATE OF ONION CROP IN OSMANABAD MARKET,INFORMATION ABOUT MARKRT RATE OF ONION CROP IN OSMANABAD MARKET ARE RS250000 PERT QUINTAL
0,0,2008,12,10,1066,LATUR,3,,AGRICULTURE,MAHARASHTRA,POD BORER ON TUR,SPRAYING OF ENDOXCARB 10 ML IN 10 LIT OF WATER
0,0,2008,12,10,Others,LATUR,29,,AGRICULTURE,MAHARASHTRA,CONTACT NO OF EMU FARMER ASSOCIATION,CONTACT NO OF EMU FARMER ASSOCIATION- 020 30787100 MOBNO 9850090070
0,0,2008,12,7,1066,BULDANA,3,JAYAD,AGRICULTURE,MAHARASHTRA,POD BORER IN TUR,SPRAY 20ML QUINOLPHOS IN 10 LIT OF WATER
0,0,2008,12,7,1066,BULDANA,26,JAYAD,AGRICULTURE,MAHARASHTRA,FLOWER DROP IN TUR,SPRAY 3ML PLANOFIX IN 10 LIT OF WATER
0,0,2008,12,9,Soybean bhat,BULDANA,6,,AGRICULTURE,MAHARASHTRA,ask about market rate of soyabean,AKOLA QUINTAL 1446 2370 2340 2360
0,0,2008,12,10,1066,BULDANA,3,,AGRICULTURE,MAHARASHTRA,POD BORER,SPRAYING OF IMAMECTIN BENZOATE 6 ML IN 10 LIT OF WATER
0,0,2008,12,11,1037,BULDANA,Fertilizer Use and Availability,,AGRICULTURE,MAHARASHTRA,APPLY SUFLA  UREA  SPRAY HUMIC ACID 30 GM,FERT DOSE  LESS GROWTH OF GRAM:-APPLY SUFLA  UREA  SPRAY HUMIC ACID 30 GM
0,0,2008,12,15,1066,BULDANA,3,,AGRICULTURE,MAHARASHTRA,PEST ATTACK ON ARHAR,SPRAY PROCLAIM 10 ML IN 10 ML IN 10 LIT WATER
0,0,2008,12,16,1066,BULDANA,2,,AGRICULTURE,MAHARASHTRA,YELLOWING LEAF OF TUR CROP,FOR CONTROLLING YELLOWING LEAF OF TUR CROP SPRAYING HUMIC ACID 15GM25ML MICROLLA IN 10 LIT WATER
0,0,2008,12,17,Wheat,BULDANA,21,,AGRICULTURE,MAHARASHTRA,HERBICIDE IN WHEAT,SPRAY ISOPROTORON 1 KG IN 500 LIT WATER SPRAY AFTER 1 MONTH OF SOWING
0,0,2008,12,18,Others,BULDANA,Weather,,AGRICULTURE,MAHARASHTRA,INFORMATION A BOUT WERATHER IN BULDANA DISTRICT,INFORMATION A BOUT WERATHER IN BULDANA DISTRICT ARE TODAY PARTLY CLOUDY WEATHER WITH LIGHT RAIN
0,0,2008,12,18,Onion,BULDANA,75,,HORTICULTURE,MAHARASHTRA,CONTROL MEASURE OF FUNGAL ATTACK ON OINION CROP,CONTROL MEASURE OF FUNGAL ATTACK ON OINION CROP ARE DRAINCH 25 GM COC IN 10 LITER OF WATER
0,0,2008,12,10,1066,AKOLA,29,,AGRICULTURE,MAHARASHTRA,POD BORER ON TUR,SPRAYING OF ENDOXACARB 10 ML IN 10 LIT OF WATER
0,0,2008,12,17,Onion,AKOLA,75,,HORTICULTURE,MAHARASHTRA,BLIGHT ATTACK ON ONION,SPRAY MANCOZEB 30 GM  2 gm streptocycline IN 10 LIT WATER
0,0,2008,12,17,Wheat,AKOLA,27,,AGRICULTURE,MAHARASHTRA,YELLOWING OF WHEAT CROP,APPLY 50 KG UREA PER ACRE  SPRAY COC 30 GM  BIOLA 25 ML IN 10 LIT WATER
0,0,2008,12,10,Wheat,AMRAVATI,6,,AGRICULTURE,MAHARASHTRA,MARKET RATE OF SOYABEAN,MARKET RATE OF SOYABEAN- Rs 2360 QUI AV
0,0,2008,12,10,Citrus,AMRAVATI,102,,HORTICULTURE,MAHARASHTRA,PREVENTING OF SHOOT GROWTH IN ORANGE,SPRAYING OF CCC-500 PPM
0,0,2008,12,10,Others,AMRAVATI,29,,AGRICULTURE,MAHARASHTRA,DISCONNECTED,DISCONNECTED
0,0,2008,12,10,1066,AMRAVATI,3,,AGRICULTURE,MAHARASHTRA,POD BORER ON TUR,SPRAYING OF ENDOXACARB 10 ML IN 10 LIT OF WATER
0,0,2008,12,11,Others,AMRAVATI,32,,ANIMAL HUSBANDRY,MAHARASHTRA,MARKET TO PURCHASE GIRIRAJA BREEB OD POULTRY,REFER TO CONTACT NAGPUR VET COLLEGE
0,0,2008,12,15,Cotton Kapas,AMRAVATI,6,,AGRICULTURE,MAHARASHTRA,MARKET RATE OF COTTON,RS 3100 PER QUINTAL
0,0,2008,12,15,Soybean bhat,AMRAVATI,6,,AGRICULTURE,MAHARASHTRA,MARKET RATE OF SOYABEAN,RS 2329 PER QUINTAL
0,0,2008,12,16,1037,AMRAVATI,26,,AGRICULTURE,MAHARASHTRA,HOW TO CONTROL FLOWER DROPPING IN GRAM CROP,FOR CONTROLLING FLOWER DROPPING IN GRAM CROP SPRAYING PLANOFIX 4ML IN 10 LIT WATER
0,0,2008,12,17,1066,AMRAVATI,20,,AGRICULTURE,MAHARASHTRA,LESS FLOWRING IN ARHAR,SPRAY BOOMFLOWER SPRAY MICRONUTRIENTS 30 ML IN 10 LIT WATER
0,0,2008,12,17,1066,AMRAVATI,3,,AGRICULTURE,MAHARASHTRA,PEST ATTACK ON ARHAR,SPRAY PROCLAIM 10 ML IN 10 LIT WATER
0,0,2008,12,18,Others,AMRAVATI,Weather,,AGRICULTURE,MAHARASHTRA,INFORMATION ABOUT WEATHER IN AMTAVATI DISTRICT,INFORMATION ABOUT WEATHER IN AMTAVATI DISTRICT ARE TODAY PARTLY CLOUDY WEATHER WITH LIGHT RAIN
0,0,2008,12,7,2051,YEVATMAL,1,RABI,AGRICULTURE,MAHARASHTRA,SOWING SEASON FOR FODDER JOWAR,MARCH- APRIL
0,0,2008,12,14,Sunnhemp Patua,YEVATMAL,Fertilizer Use and Availability,KHARIF,AGRICULTURE,MAHARASHTRA,fertiliser dose of sugarcane,apply 215:115:115  kg npk ha
0,0,2008,12,16,1066,YEVATMAL,3,,AGRICULTURE,MAHARASHTRA,HOW TO CONTROL POD BORER IN TUR CROP,FOR CONTROLLING POD BORER IN TUR CROP SPRAYING CHLOROPOYRIPHOS 20ML IN 10ML IN 10 LIT WATER
0,0,2008,12,18,Others,YEVATMAL,0,,AGRICULTURE,MAHARASHTRA,weather report for yavatmal distt,cloudy weather and 20 chances of rain
0,0,2008,12,3,Wheat,NAGPUR,Fertilizer Use and Availability,KHARIF,AGRICULTURE,MAHARASHTRA,Basal dose,Apply DAP 100kgMOP 30kg per acre
0,0,2008,12,10,1037,NAGPUR,2,,AGRICULTURE,MAHARASHTRA,control measure of wilt on gram,dreancing bavistin 25 gm in 10 liter of water
0,0,2008,12,14,Wheat,NAGPUR,2,,AGRICULTURE,MAHARASHTRA,CONTROL MEASURE OF RUST ON WHEAT,SPRAY REDOMIL25 GM IN 10 LITER OF WATER
0,0,2008,12,10,1066,CHANDRAPUR,3,,AGRICULTURE,MAHARASHTRA,POD BORER ON ARHAR,SPRAYING OF ENDOXACRB 10 ML IN 10 LIT OF WATER
0,0,2008,12,7,Turmeric,HINGOLI,76,JAYAD,HORTICULTURE,MAHARASHTRA,RHIZOME FLY IN TURMERIC,DRENCH 20ML QUINOLPHOS  20GM COC  50ML NEEMOIL IN 10 LIT OF WATER AT AN INTERVAL OF 10 DAYS
0,0,2008,12,10,1066,WASHIM,3,,AGRICULTURE,MAHARASHTRA,pod borer on tur,spraying of endoxacarb 10 ml in 10 lit of water
0,0,2008,12,10,1037,WASHIM,3,,AGRICULTURE,MAHARASHTRA,control measure of pod borer on tur,spray quinolphos 20 ml in 10 liter of water
0,0,2008,12,10,1066,WASHIM,26,KHARIF,AGRICULTURE,MAHARASHTRA,control measure of drop flower of tur,spray planofix 4 ml in 10 liter of water
0,0,2008,12,11,1037,WASHIM,3,,AGRICULTURE,MAHARASHTRA,BIOLOGICAL PEST CONTROL IN GRAM,SPRAY BIVERIA BACIANA 40 GM IN 10 LIT WATER
0,0,2008,12,14,1066,WASHIM,3,KHARIF,AGRICULTURE,MAHARASHTRA,control measure of leaf eating catterpiller on tur,spray cypermethrin 4 ML IN 10 LITER OF WATER
0,0,2008,12,18,Others,WASHIM,Weather,,AGRICULTURE,MAHARASHTRA,INFORMATION ABOUT WEATHER IN WASHIM DISTRICT,INFORMATION ABOUT WEATHER IN WASHIM DISTRICT ARE TODAY PARTLY CLOUDY WEATHER WITH LITTLE SHOWERS
0,0,2008,12,14,1280,GONDIYA,75,,HORTICULTURE,MAHARASHTRA,control measure of churda murda on chilli,spray imidacropid 4 ml in 10 liter of water
0,0,2008,12,17,Onion,GONDIYA,78,,HORTICULTURE,MAHARASHTRA,VARIETIES POF ONION,N-2-4-1 PHULE SUVARNA
0,0,2008,4,23,1289,RI BHOI,Soil Testing,,HORTICULTURE,MEGHALAYA,Asking about Climate  Soil requirement for cultivation of Cauliflower,It requires a cool and moist growing season Temp: 10 oC - 25 oC pH: 55 - 66 Cauliflower can be grown on wide range of welldrained soilsHowever sandy loam Clay loam is best for cultivation of Cauliflower
0,0,2008,11,2,Others,JODHPUR,29,KHARIF,AGRICULTURE,RAJASTHAN,PL TELL ME VARITIES OF CUMIN CROP,RZ-19 RZ-209
0,0,2008,8,8,Black Gram urd bean,THANJAVUR,1,KHARIF,AGRICULTURE,TAMILNADU,black gram season and variety,black gram season feb - mar and variety ADT 5
0,0,2008,8,8,1137,VILLUPPURAM,3,KHARIF,AGRICULTURE,TAMILNADU,leaf folder control measure in paddy,spray monocrotophos 2ml  neem oil 3ml  lit of water
0,0,2008,7,3,Others,AIZAWL,31,,ANIMAL HUSBANDRY,MIZORAM,inquiering date to distributed the new land use policy NLUP of the mizoram state goverment,inform to inquiering to the Agriculture department
0,0,2009,1,16,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED WHETHER HE CAN SPRAY FERTILIZER AND A PESTICIDE TOGETHER,ADVICED HIM NOT TO APPLY TOGETHER
0,0,2009,1,17,1137,SRIKAKULAM,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF STEM BORER IN RICE,RECOMMENDED TO SPRAY CARBOFURON 3G GRANULES 10KGACRE
0,0,2009,1,17,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR MOSAIC,REMOVE ROGGING THE PLANTS
0,0,2009,1,19,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE FERTILISER RECOMMENDATION IN PADDY,RECOMMENDED 48-24-20
0,0,2009,1,20,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR THRIPS DAMAGE,RECOMMENDED TO SPRAY ACEPHATE 15GRLITRE
0,0,2009,1,21,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE VARITIES IN PADDY,RECOMMENDED TO CHOOSE RDR-355 WGL-32100
0,0,2009,1,22,1037,SRIKAKULAM,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SUCKING PEST IN RED GRAM,RECOMMENDED TO SPRAY ROGOR15GRLIT
GARA,0,2009,1,23,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR THRIPS DAMAGE,RECOMMENDED TO SPRAY ACEPHATE 15GRLITRE
0,0,2009,1,28,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR JASSIDS,RECOMMENDED TO SPRAY DIMETHOATE 2MLLT
0,0,2009,1,28,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR BROWN SPOT,RECOMMENDED TO SPRAY MANCOZEB MIXED WITH 3UREA
0,0,2009,1,28,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR APHIDS DAMAGE,RECOMMENDED TO SPRAY ROGOR 2MLLITRE
0,0,2009,2,4,1137,SRIKAKULAM,2,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF RICE BLAST,RECOMMENDED TO SPRAY TRICYCLOZOLE 06 GMLTR
0,0,2009,2,6,1037,SRIKAKULAM,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SUCKING PEST IN BENGAL GRAM,RECOMMENDED TO SPRAY ACEPHATE15GRAMSLITER
0,0,2009,2,17,1280,SRIKAKULAM,29,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF THRIPS IN CHILLIES,RECOMMENDED TO SPRAY ACEPHATE15GRAMSLITER
0,0,2009,2,18,Sunflower suryamukhi,SRIKAKULAM,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF GLH IN SUNFLOWER,RECOMMENDED TO SPRAY THIODICARB 15MLLT
0,0,2009,2,19,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR Mg DEFICIENCY,RECOMMENDED TO SPRAY MgSO4 2GRLITRE
0,0,2009,2,19,Rabbit,SRIKAKULAM,45,KHARIF,ANIMAL HUSBANDRY,ANDHRA PRADESH,ASKED ABOUT INFORMATION ON RABBITS,ESC TO AH
0,0,2009,2,26,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR DIE-BACK FRUITROT,RECOMMENDED TO SPRAY SPRAY MANCOZEB 3GMLT
0,0,2009,3,3,Tobacco,SRIKAKULAM,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF TOBACCO CATERPILLAR,RECOMMENDED TO SPRAY QUINOLPHAS 2 MLLTR
0,0,2009,3,7,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF BLAST IN PADDY,RECOMMENDED TO SPRAY TRYCYCLOZOLE06GRAMSLITER
0,0,2009,3,17,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED BOUT THE CONTROL OF WEEDS,RECOMMENDED TOSPRAY BENTHIOCARP 15LTRACRE
0,0,2009,3,17,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF STEM BORER IN PADDY,RECOMMENDED TO SPRAY CLORIPHIRIPHOS 2ML1L WATER
0,0,2009,3,19,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR SUCKING PESTS,RECOMMENDED TO SPRAY ROGOR 2MLLITRE
0,0,2009,3,30,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF TERMITES,RECOMMENDED TO SPRAY LINDANE POWDER
0,0,2009,4,4,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF RHINOCERUS BEETLE,RECOMMENDED TO SPRAY CARBARILSAND 25GM1HOLE
0,0,2009,4,4,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF RHINOCERUS BEETLE,RECOMMENDED TO SPRAY CARBARILSAND 25GM1HOLE
0,0,2009,4,4,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR STEM BORER DAMAGE,RECOMMENDED TO SPRAY CHLORPYRIPOS 25MLLITRE
0,0,2009,4,4,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR STEM BORER DAMAGE,RECOMMENDED TO SPRAY CHLORPYRIPOS 25MLLITRE
0,0,2009,4,11,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT SOWING OF OIL PALM SEASON,RECOMMENDED TO SOW IN RAINY SEASON
0,0,2009,4,11,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT SOWING OF OIL PALM SEASON,RECOMMENDED TO SOW IN RAINY SEASON
0,0,2009,4,16,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT VARIETIES OF BEERA,RECOMMANDED VARITY SUREKASS-401
0,0,2009,4,20,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,LEAF SPOTS IN RIDGE GOURD,MANCOZEB 2GMLT OF WATER
0,0,2009,4,27,9999,SRIKAKULAM,9999,RABI,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR BPH,RECOMMENDED TO SPRAY ACEPHATE 15GRLITRE
0,0,2009,6,13,1137,SRIKAKULAM,1,JAYAD,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT SEED TREATMENT IN RICE,RECOMMNDED TO TREAT THE SEEDS WITH MANCOZEB 4GMKG SEED
0,0,2009,6,23,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE PROCESS OF RAISING DAIRYFARM,ESC TO AH
NANDIGAM,0,2009,6,29,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL OF WEEDS IN PADDY,RECOMMENDED TO SPRAY BENTHIOCARB 125LT ACRE
0,0,2009,7,3,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT WEED CONTROL IN PADDY,RECOMMENDED TO SPRAY BENTHIOCARB 15ML
0,0,2009,7,4,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT FERTILIZER APPLICATION,RECOMMENDED TO APPLY 200KGS N 200KGS P 400KGS K PER ACRE PLANTS
0,0,2009,7,11,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR WEEDS,RECOMMENDED TO SPRAY BUTACLORE 15-2 LITACRE
0,0,2009,7,13,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR WEEDS,RECOMMENDED TO SPRAY BUTACHLORE 15LIT 200LIT WATERACRE
0,0,2009,7,16,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE WEEDICIDE AFTER 25 DAYS OF CROP STAND,ESC TO ATIC
0,0,2009,7,18,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR GALLMIDGE DAMAGE,RECOMMENDED TO SPRAY CARBOFURON GRANULES 10KGS PER ACRE
0,0,2009,7,18,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF WEEDS,RECOMMENDED TO SPRAY ALACHLOR  15 LITACRE
0,0,2009,7,20,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,CONTROL FOR ZINC DEFFICIE,RECOMMENDED TO SPRAY ZINCSULPHATE 2GMLIT
0,0,2009,7,21,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT FERTILIZER APPLICATION,RECOMMENDED TO SPRAY 32KGS N 24KGS P 16KGS K
0,0,2009,7,22,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT CONTROL FOR WEEDS,RECOMMENDED TO SPRAY BENTIOCORP 15LITACRE
0,0,2009,7,27,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF BLAST,RECOMMENDED TO SPRAY TRICYCLOZOLE  06glit OF WATER
0,0,2009,9,9,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF HISPA,RECOMENDED FOR THE APPLICATION OF MONOCROTOPHOS16MLLIT
0,0,2009,9,11,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SOWING SEASON,SUGGESTED TO SOW IN OCTOBER
0,0,2009,9,12,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKE ABOUT FERTLISER DOSAGE,INFORMED TO THAT DOSAGE IS 32KG N24KG P16-20KG K
0,0,2009,9,21,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF BLAST,RECOMMENDED TO SPRAY TRICYCLOZOLE  05glit OF WATER
0,0,2009,9,22,9999,SRIKAKULAM,9999,JAYAD,9999,ANDHRA PRADESH,ASKED ABOUT THE INFORMATION ON BIO-FERTILISERS,GIVEN THE REQUIRED INFORMATION TO THE FARMER ON BIO-FERTILISERS
0,0,2009,10,4,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF LEAFBLOTCH,RECOMENDED FOR THE APPLICATION OF CARBANDEZIM 1GLIT
0,0,2009,10,6,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF WEEDS,RECOMENDED TO SPRAY PENDIMETHALYN 13-16LITACRE
0,0,2009,10,6,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SUCKING PEST,RECOMENDED TO SPRAY DIMETHOATE 2MLLIT
0,0,2009,10,7,1137,SRIKAKULAM,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF GREEN LEAF HOPPER IN RICE,RECOMMENDED TO SPRAY ETHOPENPHOS15MLLIT
0,0,2009,10,7,1137,SRIKAKULAM,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF STEM BORER IN RICE,RECOMMENDED TO SPRAY MONOCROTOPHOS 16MLLIT
0,0,2009,10,10,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF DIE-BACK AND FRUIT ROT,RECOMMENDED TO SPRAY CAPTAN 15 GRLIT
0,0,2009,10,12,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF GLH,RECOMMENDED TO SPRAY ETHOFENPHOS 15MLLIT
0,0,2009,10,13,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF TUNGRO VIRUS,RECOMMENDED TO SPRAY ETHOFENPHOS 15 MLLIT
0,0,2009,10,14,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF GREEN LEAF HOPPER,RECOMENDED TO SPRAY MONOCROTOPHOS 2MLLIT
0,0,2009,10,15,9999,SRIKAKULAM,9999,KHARIF,9999,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SHEATH-BLIGHT,RECOMMENDED TO SPRAY HEXACONOZOLE 2 MLLIT
0,0,2009,11,1,Brussils Sprouts,SRIKAKULAM,78,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF BPH,RECOMMENDED TO SPRAY BPMC 2 MLLIT
0,0,2009,11,1,Ber,SRIKAKULAM,83,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF MITES,RECOMMENDED TO SPRAY DICOFAL 3MLLIT
0,0,2009,11,2,Others,SRIKAKULAM,3,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF MITES,RECOMMENDED TO SPRAY DICOFAL 3MLLIT
0,0,2009,11,2,Coconut,SRIKAKULAM,76,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF MITES,RECOMMENDED TO SPRAY DICOFAL 3MLLIT
0,0,2009,11,5,Others,SRIKAKULAM,29,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SUCKINGPEST,RECOMMENDED TO SPRAY BORAX 3gmLIT
0,0,2009,11,5,1275,SRIKAKULAM,91,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE GROWING SEASON AND CROP PERIOD OF 1010 PADDY VARIETY,RECOMMENDED TO RAISE IN RABI
0,0,2009,11,5,Watermelon,SRIKAKULAM,76,KHARIF,HORTICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SUCKINGPEST,RECOMMENDED TO SPRAY BORAX 3gmLIT
0,0,2009,11,5,1137,SRIKAKULAM,1,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE GROWING SEASON AND CROP PERIOD OF 1010 PADDY VARIETY,RECOMMENDED TO RAISE IN RABI
0,0,2009,11,7,Honey plant,SRIKAKULAM,0,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE CONTROL OF SHEATHBLIGHT,RECOMMENDED TO SPRAY VALIDACIN 2 MLLIT OR HEXACONOZOLE 2 MLLIT
0,0,2009,11,7,Honey plant,SRIKAKULAM,17,KHARIF,AGRICULTURE,ANDHRA PRADESH,GONAPAPETANARSANNAPETA M,
0,0,2009,11,12,Groundnut pea nutmung phalli,SRIKAKULAM,Soil Testing,KHARIF,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT THE SOIL TYPE FOR SOWING GROUNDNUT,RECOMMENDED SOIL TYPES ARE SANDYRED SOILS
0,0,2009,11,13,Others,SRIKAKULAM,29,,AGRICULTURE,ANDHRA PRADESH,ASKED ABOUT CM PASHUKRANTHI PATHAKAMU,INFORMMED TO AS PER THE PROVIDED DATA
